URL,Brand,Model,Option,Price,Temps de recharge normale (AC),Peinture,Vitres,Ciel de pavillon,Emissions de CO2,0-100 Km/h,Assistant de feux de route,Hauteur,Alerte de circulation transversale,Longueur,Kit sécurité,Fermeture centralisée,Marchepieds latéraux,Nombre de places,Affichage tête haute,Garantie,Autonomie électrique (NEDC),Arceau de benne,Aileron arrière,Autonomie électrique (WLTP),Détecteur de fatigue,Frein de stationnement,Fixations ISOFIX,Freinage,Lave Phares,Contrôle de stabilité anti-retournement,Consommation électrique (WLTP),Tapis de sol,Pack aérodynamique M,Lumières d'ambiance,Allumage automatique des feux,Airbags,Sièges,Surface de chargement,Train roulant,Contrôle de pression des pneus,Pneumatiques runflat,Couple,Toit,Instrumentation digitale,Différentiel autobloquant,Régulateur de vitesse,Alarme antivol,Nombre de portes,Volume du coffre,Kit éclairage,Nombre de moteurs électriques,Pédaliers,Surveillance d’angle mort,ABS,Puissance thermique (ch.din),Fermeture assistée des portes,Spoiler arrière,Charge utile,Sellerie,Conduite autonome,Ordinateur de bord,Direction assistée,Préparation pour téléphone,Boule d'attelage,Connectivité,Barres de toit,DSC,Bouton Start & Stop,Reconnaissance des panneaux,Finition intérieure,Jupes latérales,Aide au démarrage en côte,Puissance fiscale,Boîte,Système Start & Stop,Terrain Response,Pommeau de levier de vitesse,Seuils de portes,Sièges réglables en hauteur,Puissance (ch.din),Alerte de risque de collision,Aide au maintien dans la voie,Clé intelligente,Cloison entre cabine et compartiment arrière,Barre stabilisatrice,Launch Control,Kit carrosserie,Modes de conduite,Kit fumeurs,Batterie,Contrôle du roulis de la remorque,Jantes,Rétroviseur intérieur,Assistance au freinage,Suspension,Anti-démarrage électronique,Kit rangement,Ecran central,Alerte de franchissement de ligne,Portes en élytre,Voiture populaire,Tableau de bord,Baguettes extérieures d'encadrement des vitres,Calandre,Climatisation,Type de batterie,Pack Sport Chrono,Coffre à bagages,Vitres électriques,Couple électrique,Détecteur de pluie,Energie,Appuis têtes arrières,Largeur,Volume du coffre maximal,Puissance avec overboost (ch.din),Transmission,Volume du coffre avant,Porte bagages,Dynamic Response,Consommation mixte,Stores pare-soleil,Navigation,Rétroviseurs extérieurs,Capacité de recharge maximale (AC),Alimentation électrique,Sideblades,Carrosserie,Disponibilité,4 roues directrices,Connected Drive,Vitesse maxi,Autoradio,Caméra d'angle mort,Version pays chauds,Volant réglable,Limiteur de vitesse,Temps de recharge rapide (DC),Puissance électrique,Détection des piétons,Carte mains libres,Boulons de roues protégés,Système de récupération d'énergie,Nombre de cylindres,Volume utile,Volant,Rideau de benne,Feux à LED,Consommation urbaine,Nombre de rapports,Consommation extra-urbaine,Poignées de portes,Capot moteur actif,Caméra d'enregistrement de conduite,Système de descente en côte,Antibrouillards,Capote éléctrique,Anti-patinage,Phares,Aide au stationnement,Sorties d’échappement,Boîte à gants réfrigérée,Accoudoirs,Eléments extérieurs couleur carrosserie,Cylindrée
https://www.automobile.tn/fr/neuf/dongfeng/rich-6/2.5-turbo-diesel-4x2-thunder,dongfeng,rich-6,2.5-turbo-diesel-4x2-thunder,93 900 ,,Métallisée,,,,N.C,,1810 mm,,5290 mm,,À distance,,5,,3 ans ou 100.000 km,,,,,,,,,,,,,,,,Frontaux,,,,,,305 nm 1800 tr/min,,,Électronique,,,4,,,,,,,,,,800 KG,Similicuir,,,,,,USB | AUX | Bluetooth,,,Démarrage mains libres,,,,,8 CV,Manuelle,,,,,Conducteur,140 CH,,,Accès mains libres,,,,Elargisseurs d'ailes | Pare-choc offroad,,,,,En aluminium | 16'',,EBD,,,Porte-lunettes,Tactile | 9 pouces,,,,,,Noire mat,Automatique,,,,Avant/Arrière,,,Diesel,,1850 mm,,,Propulsion,,,,7.3 L/100 km,,,Électriques | Rabattables | Avec clignotants intégrés,,1 prise 12 V,,Pick up,Disponible,,,150 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur,,,,,,,,4,,Multi-fonctions,,Feux de jour | Arrières,,5,,Chromées,,,,,,ESP,,Radar de recul | Caméra de recul,,,Avant,Pare-chocs | Rétroviseurs,2498 CM³
https://www.automobile.tn/fr/neuf/dongfeng/rich-6/2.5-turbo-diesel-4x4-thunder,dongfeng,rich-6,2.5-turbo-diesel-4x4-thunder,103 900 ,,Métallisée,,,,N.C,,1810 mm,,5290 mm,,À distance,,5,,3 ans ou 100.000 km,,,,,,,,,,,,,,,,Frontaux,,,,,,305 nm 1800 tr/min,,,Électronique,,,4,,,,,,,,,,800 KG,Similicuir,,,,,,USB | AUX | Bluetooth,,,Démarrage mains libres,,,,,8 CV,Manuelle,,,,,Conducteur,140 CH,,,Accès mains libres,,,,Elargisseurs d'ailes | Pare-choc offroad,,,,,En aluminium | 16'',,EBD,,,Porte-lunettes,Tactile | 9 pouces,,,,,,Noire mat,Automatique,,,,Avant/Arrière,,,Diesel,,1850 mm,,,Intégrale,,,,7.3 L/100 km,,,Électriques | Rabattables | Avec clignotants intégrés,,1 prise 12 V,,Pick up,Disponible,,,150 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur,,,,,,,,4,,Multi-fonctions,,Feux de jour | Arrières,,5,,Chromées,,,,,,ESP,,Radar de recul | Caméra de recul,,,Avant,Pare-chocs | Rétroviseurs,2498 CM³
https://www.automobile.tn/fr/neuf/peugeot/2008/1.2-l-puretech-130-bva-active-pack-2024,peugeot,2008,1.2-l-puretech-130-bva-active-pack-2024,93 900 ,,,Lunette et vitres arrières sur-teintées,,148 g/km,9.1 s,,1550 mm,,4304 mm,,À distance,,5,,3 ans,,,,,,,,,,,,,,,,Frontaux | Latéraux | Rideaux,,,,,,230 nm 1750 tr/min,,i-cockpit,,,,5,434 L,,,,,,,,,,Tissu,,,Électrique,,,USB | Bluetooth | Mirrorlink,,,,,,,Hill assist,7 CV,Automatique,,,,,Conducteur et passager,130 CH,,,,,,,,,,,,En aluminium | 16'',Anti-éblouissement,AFU,,,,Tactile | 10 pouces,,,,,,,Automatique,,,,Avant/Arrière,,,Essence,,1550 mm,,,Traction,,,,6.5 L/100 km,,,Électriques | Dégivrants,,,,SUV,Disponible,,,198 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur et en profondeur,,,,,,,,3,,Multi-fonctions,,Feux de jour,,6,,,,,,,,ESP,Signature LED | LED,Radar de recul,Chromées | Doubles,,,,1199 CM³
https://www.automobile.tn/fr/neuf/peugeot/2008/1.2-l-puretech-130-bva-allure-2024,peugeot,2008,1.2-l-puretech-130-bva-allure-2024,104 900 ,,,Lunette et vitres arrières sur-teintées,,148 g/km,9.1 s,,1550 mm,,4304 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,,,Frontaux,Confort,,,,,230 nm 1750 tr/min,,i-cockpit | 10 pouces,,,,5,434 L,,,,,,,,,,Similicuir/Tissu,,,Électrique,,,USB | Bluetooth | Mirrorlink,Noires,,Démarrage mains libres,,,,Hill assist,7 CV,Automatique,,,,,Conducteur et passager,130 CH,,,Accès mains libres,,,,,,,,,En aluminium | 17'' | Bi-ton,Anti-éblouissement,AFU,,,,Tactile | 10 pouces,,,,,,,Automatique,,,,Avant/Arrière,,,Essence,,1550 mm,,,Traction,,,,6.5 L/100 km,,,Électriques | Rabattables | Dégivrants | Éclairage d'accueil à LED,,,,SUV,2 mois,,,198 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur et en profondeur,,,,,,,,3,,Multi-fonctions,,Feux de jour,,6,,,,,,,,ESP,Signature LED | LED,Radar de recul | Radar avant | Caméra de recul,Chromées | Doubles,,Avant,,1199 CM³
https://www.automobile.tn/fr/neuf/suzuki/jimny/1.5-l-gl-4x4-bva,suzuki,jimny,1.5-l-gl-4x4-bva,104 900 ,,,,,,N.C,,1725 mm,,3645 mm,,À distance,,4,,3 ans,,,,,,,,,,,,,,,,Frontaux,,,,,,130 nm 4000 tr/min,,,,,,3,,,,,,,,,,,Tissu,,,,,,USB | Bluetooth,,,,,,,,6 CV,Automatique,,,,,,102 CH,,,,,,,,,,,,En aluminium | 15'',,,,,,,,,,,,,Manuelle,,,,Avant,,,Essence,,1645 mm,,,Intégrale,,,,6.8 L/100 km,,,Électriques,,1 prise 12 V,,SUV,Disponible,,,145 KM/H,4 haut-parleurs | Commandes au volant,,,En hauteur,,,,,,,,4,,3 branches,,,7.7 L/100 km,4,6.2 L/100 km,,,,,,,ESP,,,,,,,1462 CM³
https://www.automobile.tn/fr/neuf/fiat/doblo-combi/1.6-l-hdi,fiat,doblo-combi,1.6-l-hdi,104 900 ,,,,,,13.4 s,,1848 mm,,4403 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux,Réglage lombaire,,,TPMS,,215 nm 1750 tr/min,,,,,,5 | 2 portes latérales coulissantes,775 L,,,,,,,,,,Tissu,,,,,,2 USB-C | Android Auto | Apple Carplay | Bluetooth,,,,,,,,5 CV,Manuelle,,,,,Conducteur,92 CH,,,,,,,,,,,,16'',,,,,,Tactile | 10 pouces,,,,,,,Manuelle,,,Cache Bagages,Avant,,,Diesel,,1800 mm,1414 L,,Traction,,,,5.3 L/100 km,,,Électriques,,1 prise 12 V,,Monospace,1 mois,,,160 KM/H,Radio numérique DAB,,,En hauteur et en profondeur,,,,,,,,4,,Multi-fonctions,,,6.0 L/100 km,5,5.0 L/100 km,,,,,,,ESP,,Radar de recul,,,,,1560 CM³
https://www.automobile.tn/fr/neuf/dfsk/glory-ix5/1.5-t-deluxe-cvt,dfsk,glory-ix5,1.5-t-deluxe-cvt,104 900 ,,Métallisée,,,,8.8 s,,1645 mm,,4685 mm,,À distance,,5,,7 ans ou 150.000 km,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux,Conducteur à réglage électrique | Banquette arrière coulissante,,,TPMS,,220 nm 1800 tr/min,Ouvrant | Panoramique,,,,,5,379 L,,,,,,,,,,Cuir | Surpiqures,,,Électrique,,,2 USB | Android Auto | AUX | Bluetooth,,,Démarrage mains libres,,,,HAC,9 CV,Automatique,,,Cuir,,Conducteur,140 CH,,,Accès mains libres,,,,,Normal | Eco | Neige,,,,En aluminium | 18'',,EBA | EBD | VDC,,,Porte-lunettes,Tactile | 10.25 pouces,,,,,Chrome,Chromée,Automatique,,,Ouverture et fermeture motorisées,Avant/Arrière,,,Essence,3,1865 mm,796 L,,Traction,,,,8.6 L/100 km,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,1 prise 12 V,,SUV,Disponible,,,180 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions,,Feux de jour | Avant | Arrières,,,,,,,HDC,,,ESP | TCS,LED,Radar de recul | Radar avant | Caméra de recul,,,Avant | Arrière,,1498 CM³
https://www.automobile.tn/fr/neuf/hyundai/i30-fastback/1.0-t-bva-intuitive,hyundai,i30-fastback,1.0-t-bva-intuitive,94 950 ,,,Parebrise athermique | Lunette et vitres arrières sur-teintées,,,11.4 s,,1425 mm,,4455 mm,,À distance,,5,,5 ans ou 100000 km,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux | Rideaux,Conducteur à réglage électrique | Réglage lombaire,,,,,200 nm 1500 tr/min,,,,,Périmétrique,4,450 L,,,,,,,,,,Cuir,,,Électrique | Adaptative,,,USB | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Démarrage mains libres,,,,,6 CV,Automatique,,,Cuir,,Conducteur et passager,118 CH,,,Accès mains libres,,,,,Normal | Confort | Sport,,,,En aluminium | 16'',Anti-éblouissement,DBC,,,Poches aumônières,Tactile | 10.25 pouces,,,,,,,Manuelle,,,,Avant/Arrière,,,Essence,,1795 mm,,,Traction,,,,5.4 L/100 km,,,Électriques,,,,Berline,Disponible,,,196 KM/H,Commandes au volant,,,En hauteur et en profondeur,,,,,,,,3,,Cuir | Multi-fonctions,,Avant,6.4 L/100 km,7,4.8 L/100 km,,,,,,,ESP,Full LED,Radar de recul | Radar avant | Caméra de recul,,,Arrière | Avant conducteur,,998 CM³
https://www.automobile.tn/fr/neuf/hyundai/i30-fastback/1.0-t-bva,hyundai,i30-fastback,1.0-t-bva,104 950 ,,,Parebrise athermique | Lunette et vitres arrières sur-teintées,,,11.4 s,,1425 mm,,4455 mm,,À distance,,5,,5 ans ou 100000 km,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux | Rideaux,Conducteur à réglage électrique | Réglage lombaire,,,,,200 nm 1500 tr/min,Ouvrant,7 pouces,,,Périmétrique,4,450 L,,,,,,,,,,Cuir,,,Électrique | Adaptative,,,USB | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Démarrage mains libres,,,,,7 CV,Automatique,,,Cuir,,Conducteur et passager,120 CH,,,Accès mains libres,,,,,Normal | Confort | Sport,,,,En aluminium | 17'',Anti-éblouissement,DBC,,,Poches aumônières,Tactile | 10.25 pouces,,,,,,,Automatique,,,,Avant/Arrière,,,Essence,,1795 mm,,,Traction,,,,5.4 L/100 km,,,Électriques,,,,Berline,Disponible,,,196 KM/H,Commandes au volant,,,En hauteur et en profondeur,,,,,,,,3,,Cuir | Multi-fonctions,,Avant,6.4 L/100 km,7,4.8 L/100 km,,,,,,,ESP,Full LED,Radar de recul | Caméra de recul,,,Arrière | Avant conducteur,,998 CM³
https://www.automobile.tn/fr/neuf/mg/hs/1.5l-turbo-luxury,mg,hs,1.5l-turbo-luxury,104 950 ,,,,,,9.6 s,,1663 mm,,4655 mm,,À distance,,5,,5 ans ou 100000 km,,,,,,Éléctrique,,,,ARP,,,,,,Frontaux | Latéraux | Rideaux,Conducteur à réglage électrique,,,TPMS,,275 nm 1500 tr/min,Ouvrant | Panoramique,12.3 pouces,,,,5,507 L,,,,,,,,,,Cuir,,,,,,4 USB | Android Auto | Apple Carplay | Bluetooth,,,,,,,HHC,9 CV,Automatique,,,,,Conducteur,162 CH,,,,,,,,Normal | Sport | Eco,,,,En aluminium | 19'',,EBD | VDC | BDW | HAZ,,,,Tactile | 12.3 pouces,,,,,,,Automatique | Bizone,,,Ouverture et fermeture motorisées,Avant/Arrière,,,Essence,3,1890 mm,1484 L,,Traction,,,,7.8 L/100 km,,,Électriques | Avec clignotants intégrés,,1 prise 12 V,,SUV,15 jours,,,195 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions,,Feux de jour | Avant | Arrières,,7,,,,,HDC,,,TCS | CBC,LED,Radar de recul | Caméra de recul,,,Avant | Arrière,,1496 CM³
https://www.automobile.tn/fr/neuf/peugeot/rifter/1.6-l-hdi-92ch,peugeot,rifter,1.6-l-hdi-92ch,105 900 ,,,,,,15.9 s,,1818 mm,,4405 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,,,Frontal conducteur,,,,,,230 nm 1500 tr/min,,,,,,5 | 2 portes latérales coulissantes,775 L,,,,,,,,,,Tissu,,,,,,Android Auto | Apple Carplay | Bluetooth | Mirrorlink,,,,,,,,5 CV,Manuelle,,,,,,92 CH,,,,,,,,,,,,16'',,AFU,,,,Tactile | 10 pouces,,,,,,,Manuelle,,,,Avant,,,Diesel,,1848 mm,3000 L,,Traction,,,,5.8 L/100 km,,,Électriques,,,,Monospace,Disponible,,,182 KM/H,Commandes au volant,,,En hauteur et en profondeur,,,,,,,,4,,Multi-fonctions,,Feux de jour | Avant,7 L/100 km,5,5.1 L/100 km,,,,,,,ESP,LED,,,,Avant,,1560 CM³
https://www.automobile.tn/fr/neuf/peugeot/rifter/1.6-l-hdi-92ch,peugeot,rifter,1.6-l-hdi-92ch,105 900 ,,,,,,15.9 s,,1818 mm,,4405 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,,,Frontal conducteur,,,,,,230 nm 1500 tr/min,,,,,,5 | 2 portes latérales coulissantes,775 L,,,,,,,,,,Tissu,,,,,,Android Auto | Apple Carplay | Bluetooth | Mirrorlink,,,,,,,,5 CV,Manuelle,,,,,,92 CH,,,,,,,,,,,,16'',,AFU,,,,Tactile | 10 pouces,,,,,,,Manuelle,,,,Avant,,,Diesel,,1848 mm,3000 L,,Traction,,,,5.8 L/100 km,,,Électriques,,,,Monospace,Disponible,,,182 KM/H,Commandes au volant,,,En hauteur et en profondeur,,,,,,,,4,,Multi-fonctions,,Feux de jour | Avant,7 L/100 km,5,5.1 L/100 km,,,,,,,ESP,LED,,,,Avant,,1560 CM³
https://www.automobile.tn/fr/neuf/dacia/duster/1.5-l-dci-4x2,dacia,duster,1.5-l-dci-4x2,105 980 ,,,Lunette et vitres arrières sur-teintées,,,10.5 s,,1656 mm,,4343 mm,,À distance,,5,,2 ans ou 100.000 km,,,,,,,,,,,,,,,,Frontaux | Latéraux | Rideaux,,,,,,260 nm 1750 tr/min,,7 pouces,,,,5,594 L,,,,,,,,,,Tissu,,,,,,USB-C | Android Auto | Apple Carplay | Bluetooth,,,,,Chromée,,,6 CV,Manuelle,,,,,Conducteur,115 CH,,,,,,,,,,,,En aluminium | 17'',,,,,,Tactile | 10 pouces,,,,,,Avec signature lumineuse LED,Automatique,,,Cache Bagages,Avant/Arrière,,,Diesel,3,1813 mm,1696 L,,Traction,,,,4.7 L/100 km,,,Électriques,,1 prise 12 V,,SUV,Disponible,,,180 KM/H,Commandes au volant | Media Nav Evolution,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions,,Feux de jour,,6,,,,,,,,ESC,,Radar de recul | Caméra de recul,,,Avant,Poignées de portes,1461 CM³
https://www.automobile.tn/fr/neuf/byd/king/1.5-l-dm-i,byd,king,1.5-l-dm-i,105 990 ,,Métallisée,,,,7.9 s,,1495 mm,,4765 mm,Triangle de présignalisation,À distance,,5,,6 ans ou 150.000 km | Batterie garantie 8 ans ou 200.000 km,1175 km,,,55 km,,Éléctrique,,,,,,,,,,Frontaux | Latéraux | Rideaux,Conducteur à réglage électrique | 6 directions | Avec Appuie-tête intégrés,,,TPMS,,130 nm 4500 tr/min,,8.8 pouces,,,,4,450 L,,,,,,106 CH,,,,Similicuir,,,,,,2 USB | 2 USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,,Démarrage mains libres,,,,HHC,5 CV,Automatique,,,,,Conducteur,187 CH,,,Accès mains libres | Démarrage à distance,,,,,Normal | Sport | Eco,,8.3 kWh,,En aluminium | 17'',,EBD | HBA | VDC,,,Poches aumônières | Porte-lunettes,Tactile | 12.8 pouces | Rotatif,,,,,Chrome,Chromée,Automatique | Bizone | Ventilation arrière,,,,Avant/Arrière,316 nm,,Essence | Hybride rechargeable,3,1837 mm,,,Traction,,,,3.9 L/100 km,,,Électriques | Rabattables | Éclairage d'accueil à LED,,1 prise 12 V,,Berline,Disponible,,,185 KM/H,6 haut-parleurs | Commandes au volant,,,En hauteur et en profondeur,,,81 CH,,,,,4,,Similicuir | 3 branches | Multi-fonctions,,Feux de jour | Avant | Arrières | Clignotants à défilement,,,,,,,,,,ESC | TCS,LED,Radar de recul | Radar avant | Système de caméras 360,,,Avant | Arrière,Pare-chocs | Poignées de portes | Rétroviseurs,1498 CM³
https://www.automobile.tn/fr/neuf/toyota/corolla/1.6-l-cvt-bva-active,toyota,corolla,1.6-l-cvt-bva-active,108 900 ,,,,,,9.7 s,,1435 mm,,4630 mm,,À distance,,5,,3 ans ou 100.000 km,,,,,,,,,,,,,,,,Frontaux | Latéraux,,,,,,157 nm 5200 tr/min,,,,,,4,,,,,,,,,,,Tissu,,Ecran TFT 7'',,,,USB | AUX | Bluetooth,,,,,Noir brillant,,HAC,7 CV,Automatique,,,Cuir,,Conducteur,124 CH,,,,,,,,Normal | Sport | Eco,,,,En aluminium | 16'',Anti-éblouissement,EBA | EBD,,,,Tactile | 8 pouces,,,,,,Noire,Automatique | Bizone,,,,Avant/Arrière,,,Essence,,1780 mm,,,Traction,,,,5.7 L/100 km,,,Électriques | Rabattables,,,,Berline,Disponible,,,200 KM/H,Commandes au volant | Toyota Touch,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions,,Feux de jour | Arrières,N.C,6,N.C,,,,,LED,,VSC,Bi-LED,Radar de recul | Radar avant | Caméra de recul,,,Avant | Arrière,Poignées de portes,1598 CM³
https://www.automobile.tn/fr/neuf/seat/leon/1.4-tsi-style,seat,leon,1.4-tsi-style,108 980 ,,,Athermiques,,118 g/km,8.2 s,,1456 mm,,4368 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux | Protège-tête,Réglage lombaire,,,,,250 nm 1400 tr/min,,,,,,5,380 L,,,,,,,,,,Tissu,,,Servotronic,,,USB-C | Apple Carplay | Bluetooth | Commande vocale,,,Démarrage mains libres,,,,,8 CV,Automatique,,,,,Conducteur et passager,150 CH,,,,,,,,,,,,En aluminium | 16'',Anti-éblouissement,EBD,,,,Tactile | 10.4 pouces,,,,,,,Automatique | 3 zones | Ventilation arrière,,,,Avant/Arrière,,,Essence,3,1799 mm,,,Traction,,,,5.5 L/100 km,,,Électriques | Dégivrants | Avec clignotants intégrés,,,,Compacte,Sur arrivage,,,215 KM/H,,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions | Sport | Avec palettes,,Feux de jour | Avant | Arrières,7 L/100 km,8,4.6 L/100 km,,,,,,,ESC,LED,Radar de recul | Radar avant,,,Avant,,1395 CM³
https://www.automobile.tn/fr/neuf/seat/leon/1.4-tsi-emotion,seat,leon,1.4-tsi-emotion,121 980 ,,,Lunette et vitres arrières sur-teintées | Athermiques,,118 g/km,8.2 s,,1456 mm,,4368 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux | Protège-tête,Réglage lombaire,,,,,250 nm 1400 tr/min,Ouvrant | Panoramique,,,,Anti-soulèvement,5,380 L,,,,,,,,,,Tissu,,,Servotronic,,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,,,Démarrage mains libres,,,,,8 CV,Automatique,,,,,Conducteur et passager,150 CH,,,Accès mains libres,,,,,,,,,En aluminium | 17'',Anti-éblouissement,EBD,,,,Tactile | 10.4 pouces,,,,,,,Automatique | 3 zones | Ventilation arrière,,,,Avant/Arrière,,,Essence,3,1799 mm,,,Traction,,,,5.5 L/100 km,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,,,Compacte,Sur arrivage,,,215 KM/H,,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions | Sport | Avec palettes,,Feux de jour | Avant | Arrières | Clignotants à défilement,7 L/100 km,8,4.6 L/100 km,,,,,,,ESC,Adaptatifs | Matrix LED,Radar de recul | Radar avant | Caméra de recul | Parkassist,,,Avant,,1395 CM³
https://www.automobile.tn/fr/neuf/seat/leon/1.4-tsi-fr-black-edition,seat,leon,1.4-tsi-fr-black-edition,129 980 ,,,Lunette et vitres arrières sur-teintées | Athermiques,,118 g/km,8.2 s,,1456 mm,,4368 mm,,À distance,,5,,3 ans,,,,,,Éléctrique,,,,,,,,LED,,Frontaux | Latéraux | Protège-tête,Conducteur à réglage électrique | Réglage lombaire | Fonction mémoire,,,,,250 nm 1400 tr/min,Ouvrant | Panoramique,,,,,5,380 L,,,,,,,,,,Tissu,,,Servotronic,,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,,,Démarrage mains libres,,,Noires,,8 CV,Automatique,,,,Eclairés,Conducteur et passager,150 CH,,,Accès mains libres,,,,FR,Normal | Confort | Sport | Eco,,,,En aluminium | 18'',Anti-éblouissement,EBD,,,,Tactile | 12.9 pouces,,,,,,,Automatique | 3 zones | Ventilation arrière,,,,Avant/Arrière,,,Essence,3,1799 mm,,,Traction,,,,5.5 L/100 km,,GPS,Électriques | Rabattables | Dégivrants | Mémoire de position | Noirs | Avec clignotants intégrés,,,,Compacte,Sur arrivage,,,215 KM/H,6 haut-parleurs,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions | Sport | Avec palettes,,Feux de jour | Avant | Arrières | Clignotants à défilement,7 L/100 km,8,4.6 L/100 km,,,,,,,ESC,Adaptatifs | Matrix LED,Radar de recul | Radar avant | Caméra de recul | Parkassist,,,Avant,,1395 CM³
https://www.automobile.tn/fr/neuf/geely/geometry/70-kwh,geely,geometry,70-kwh,109 000 ,8 heures,,,,,7.7 s,IHC,1560 mm,RCTA,4432 mm,,À distance,,5,,5 ans ou 150000 km,,,,460 km,,Éléctrique,,,,RMI,16.5 kWh/100 km,,,,,Frontaux | Latéraux | Rideaux,Électriques | 6 directions | Réglage lombaire | Fonction mémoire,,,TPMS,,310 nm 0 tr/min,Panoramique,5 pouces,,Adaptatif (ACC),,5,259 L,,,,BSD,,,,,,Cuir artificiel,,,,,,2 USB-C | Bluetooth | Chargeur de téléphone sans fil | Mirrorlink,,,Démarrage mains libres,TSI,,,Autohold | HHC,4 CV,Automatique,,,,Acier inoxydable,Conducteur,204 CH,,LKA,Accès mains libres,,,,,Sport | Eco | Eco +,,70 kWh,,En aluminium | 18'',,EBA | EBD | HBA | Système anti-collision avec détection des piétons |  Freinage automatique anti-collision (AEB) | VDC,,,,Tactile | 12.3 pouces,LDW,,,,,Avec signature lumineuse LED,Automatique | Bizone,,,Ouverture et fermeture motorisées,Avant/Arrière,,,Electrique,,1833 mm,,,Traction,,,,,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,1 prise 12 V,,SUV,Disponible,,,150 KM/H,Haut-parleurs Bose,,,En hauteur et en profondeur,,45 minutes,,,,,,,,Cuir | Multi-fonctions | Sport,,Feux de jour | Avant | Arrières,,,,Escamotables | Ouverture à l'approche,,,HDC,,,ESC | TCS,Full LED,Radar de recul | Radar avant | Système de caméras 360,,,Avant | Arrière,Pare-chocs | Poignées de portes,
https://www.automobile.tn/fr/neuf/jetour/dashing/1.5-turbo-bva,jetour,dashing,1.5-turbo-bva,109 500 ,,Métallisée,,,,8.5 s,,1685 mm,,4590 mm,,À distance,,5,,5 ans ou 100000 km,,,,,,Éléctrique,,,,,,,,,,Frontaux | Latéraux,Électriques | Chauffants | Ventilés,,,TPMS,,230 nm 1750 tr/min,Ouvrant | Panoramique,,,,,5,490 L,,,,,,,,,,Cuir,,,,,,USB | USB-C | Bluetooth | Commande vocale | Wifi | Chargeur de téléphone sans fil | Mirrorlink,Chromées,,Démarrage mains libres,,,,Autohold | HHC,8 CV,Automatique,,,,,,156 CH,,,Démarrage à distance | Accès mains libres,,,,,Sport | Eco,,,,En aluminium | 19'',,BAS | EBA | EBD | BDW,,,,Tactile | 12.8 pouces,,,,,Chrome,,Automatique | Ventilation arrière,,,Ouverture et fermeture motorisées,Avant/Arrière,,,Essence,,1900 mm,,,Traction,,,,7.8 L/100 km,,,Électriques | Rabattables | Avec clignotants intégrés,,,,SUV,Disponible,,,190 KM/H,Commandes au volant,,,En hauteur et en profondeur,,,,,,,,4,,Cuir | Multi-fonctions,,Feux de jour | Avant | Arrières,,6,,,,,HDC,,,ESP | TCS,Full LED,Système de caméras 360,,,Avant | Réfrigéré | Arrière,,1498 CM³
