URL,Price,Intérieurs - Chargeur CD,Intérieurs - Autoradio CD,Sécurité - Airbags rideaux,Fonctionnels - Climatisation automatique,Spécifications - Nombre de portes,Intérieurs - Sièges massants,Intérieurs - Autoradio CD/Mp3,Intérieurs - 3 appuis têtes arrières,Extérieurs - Coffre électrique,Sécurité - ABS,Intérieurs - Sièges réglables en hauteur,Extérieurs - Radar de recul,Sécurité - Fixations ISOFIX,Carrosserie,Extérieurs - Toit panoramique,Motorisation - Énergie,Sécurité - Anti-démarrage électronique,Intérieurs - Sièges sport,Fonctionnels - Direction assistée,Fonctionnels - Vitres électriques,Sécurité - Radiateur tropicalisé,Extérieurs - Jantes en alliage,Spécifications - Modèle,Motorisation - Transmission,Énergie,Date de l'annonce,Intérieurs - Accoudoir arrière,Extérieurs - Caméras 360,Fonctionnels - Allumage automatique des feux,"Intérieurs - Connectivité Aux, usb, iPod",Intérieurs - Android Auto,Anciens propriétaires,Extérieurs - Feux à LED,Sécurité - Contrôle de pression des pneus,Fonctionnels - Rétroviseurs rabattables,Spécifications - Couleur intérieure,Sécurité - Airbags frontaux,Motorisation - Puissance cumulée,Intérieurs - Sièges ventilés,Intérieurs - Autoradio,Transmission,Puissance fiscale,Fonctionnels - Parkassist,Mise en circulation,Extérieurs - Toit ouvrant,Extérieurs - Phares Full LED,Intérieurs - Apple Carplay,Intérieurs - Volant réglable hauteur/profondeur,Extérieurs - Vitres teintées,Spécifications - Sellerie,Motorisation - Puissance,Intérieurs - Sièges électriques,Fonctionnels - Climatisation,Boite vitesse,Gouvernorat,Spécifications - Nombre de places,Fonctionnels - Suspension pneumatique,Extérieurs - Lave Phares,Extérieurs - Peinture métallisée,Sécurité - Anti-patinage,Motorisation - Moteur,Intérieurs - Boîte à gants réfrigérée,Extérieurs - Phares au xénon,Sécurité - Airbags latéraux,Fonctionnels - Ordinateur de bord,Spécifications - Génération,Spécifications - Couleur extérieure,Intérieurs - Volant/levier de vitesse en cuir,Intérieurs - Navigation,Spécifications - Carrosserie,Fonctionnels - Régulateur de vitesse,Motorisation - Puissance thermique,Motorisation - Boite vitesse,Spécifications - Marque,Sécurité - Alarme anti-intrusion,Intérieurs - Accoudoir avant,Kilométrage,Fonctionnels - Rétroviseurs électriques,Motorisation - Cylindrée,Intérieurs - Sièges chauffants,Intérieurs - Instrumentation numérique,Extérieurs - Caméra de recul,État général,Fonctionnels - Accès sans clé,Intérieurs - Bluetooth,Intérieurs - Volant multi-fonctions,Motorisation - Puissance fiscale,Intérieurs - Volant chauffant,Sécurité - Pneumatiques runflat,Fonctionnels - Bouton Start & Stop,Fonctionnels - Conduite semi-autonome,Fonctionnels - Fermeture centralisée,Fonctionnels - Détecteur de pluie,Intérieurs - Palettes au volant,Intérieurs - Vitres teintées,Intérieurs - Affichage tête haute,Extérieurs - Antibrouillards
https://www.automobile.tn/fr/occasion/jeep/wrangler-2021/118424,145000.0,No,No,No,Yes,5,No,No,No,No,No,Yes,No,No,SUV,No,Diesel,No,No,No,Yes,No,No,Wrangler,Intégrale,Diesel,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Intégrale,13 cv,No,05.2015,No,Yes,No,No,No,Cuir intégral,200 ch dyn,No,Yes,Automatique,Tunis,5,No,No,No,No,2.8 CRD 16V 4WD S&S,No,No,No,Yes,JK 04/2007 - 09/2018,Jaune,No,No,SUV,Yes,No,Automatique,Jeep,No,No,150 000 km,Yes,cm³,No,No,No,Très bon,No,Yes,Yes,13 cv,No,No,No,No,Yes,No,Yes,No,No,No
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/118886,85000.0,No,No,No,Yes,5,No,No,No,No,No,Yes,Yes,No,Berline,No,Essence,No,No,Yes,Yes,No,No,Classe E,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Traction,9 cv,No,05.2014,No,No,No,No,No,Cuir intégral,184 ch dyn,Yes,Yes,Automatique,Tunis,5,No,No,No,No,200 2.0 CGI 16V 7G-TRONIC+,No,Yes,No,Yes,(212) Phase 2 Berline 03/2013 - 12/2015,Noir,Yes,No,Berline,Yes,No,Automatique,Mercedes-Benz,No,No,140 000 km,Yes,cm³,No,No,No,Très bon,No,No,Yes,9 cv,No,No,No,No,Yes,No,Yes,No,No,No
https://www.automobile.tn/fr/occasion/suzuki/swift/119301,43500.0,No,Yes,No,No,5,No,Yes,No,No,Yes,No,Yes,No,Citadine,No,Essence,Yes,No,Yes,Yes,No,No,Swift,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,Yes,No,No,Yes,Traction,5 cv,No,05.2022,No,No,No,No,No,Tissu,85 ch dyn,No,Yes,Automatique,Tunis,5,No,No,No,No,1.2 L,No,No,No,No,V 06/2018 - Aujourd'hui,Gris anthracite,Yes,No,Citadine,No,No,Automatique,Suzuki,No,No,95 000 km,Yes,1197 cm³,No,No,No,Très bon,No,Yes,No,5 cv,No,No,No,No,Yes,No,No,No,No,Yes
https://www.automobile.tn/fr/occasion/peugeot/308/119267,53000.0,No,No,No,Yes,5,No,No,No,No,No,No,Yes,No,Compacte,No,Diesel,No,No,No,Yes,No,No,308,Traction,Diesel,22.11.2025,No,No,No,No,Yes,1ère main,No,No,No,Noir,No,No,No,Yes,Traction,6 cv,No,06.2021,No,No,Yes,No,No,Similicuir,102 ch dyn,No,Yes,Manuelle,Tunis,5,No,No,No,No,1.5 Blue HDi S&S,No,No,No,Yes,II (T9) Phase II 09/2017 - 07/2021,Blanc,Yes,Yes,Compacte,Yes,No,Manuelle,Peugeot,No,No,136 000 km,Yes,cm³,No,No,No,Très bon,No,Yes,Yes,6 cv,No,No,No,No,Yes,No,Yes,No,No,No
https://www.automobile.tn/fr/occasion/kia/rio-5p/119609,51000.0,No,Yes,No,Yes,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Citadine,No,Essence,Yes,No,Yes,Yes,No,Yes,Rio 5p,Traction,Essence,22.11.2025,No,No,Yes,No,No,1ère main,No,No,No,Noir,Yes,No,No,Yes,Traction,5 cv,No,05.2022,No,No,Yes,Yes,Yes,Similicuir,84 ch dyn,No,No,Manuelle,Tunis,5,No,No,Yes,No,1.2 i-CVVT 16V ISG,No,No,No,Yes,IV Phase 2 09/2020 - Aujourd'hui,Gris anthracite,Yes,No,Citadine,No,No,Manuelle,KIA,No,Yes,93 000 km,Yes,1197 cm³,No,No,Yes,Très bon,No,Yes,Yes,5 cv,No,No,No,No,Yes,Yes,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/kia/rio-5p/118229,61000.0,No,Yes,No,Yes,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Citadine,No,Essence,Yes,No,Yes,Yes,No,Yes,Rio 5p,Traction,Essence,22.11.2025,No,No,Yes,No,No,1ère main,No,No,Yes,Noir,Yes,No,No,Yes,Traction,5 cv,No,05.2022,No,Yes,Yes,Yes,Yes,Similicuir,84 ch dyn,No,No,Manuelle,Tunis,5,No,No,Yes,No,1.2 i-CVVT 16V ISG,No,No,No,Yes,IV Phase 2 09/2020 - Aujourd'hui,Blanc,Yes,No,Citadine,Yes,No,Manuelle,KIA,No,Yes,61 000 km,Yes,1197 cm³,No,No,Yes,Très bon,Yes,Yes,Yes,5 cv,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
https://www.automobile.tn/fr/occasion/mahindra/kuv-100/118887,29500.0,No,Yes,No,Yes,5,No,Yes,No,No,Yes,Yes,Yes,Yes,SUV,No,Essence,Yes,No,Yes,Yes,No,Yes,KUV 100,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,Yes,No,Yes,Noir,Yes,No,No,Yes,Traction,5 cv,No,06.2019,No,No,No,No,No,Tissu,82 ch dyn,No,No,Manuelle,Tunis,5,No,No,No,No,1.2 82cv,Yes,No,No,Yes,01/2016 - Aujourd'hui,Vert,No,No,SUV,No,No,Manuelle,Mahindra,Yes,No,72 000 km,Yes,1198 cm³,No,No,No,Très bon,Yes,Yes,No,5 cv,No,No,Yes,No,Yes,No,No,No,No,Yes
https://www.automobile.tn/fr/occasion/toyota/agya/118806,39800.0,No,Yes,No,No,5,No,Yes,Yes,No,Yes,No,No,Yes,Citadine,No,Essence,Yes,No,Yes,Yes,No,Yes,Agya,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,Yes,Noir,Yes,No,No,Yes,Traction,5 cv,No,05.2023,No,No,No,No,No,Tissu,87 ch dyn,No,Yes,Automatique,Tunis,5,No,No,Yes,No,1.2 L VVTi,No,No,No,Yes,01/2021 - 08/2023,Noir,No,No,Citadine,No,No,Automatique,Toyota,Yes,No,60 000 km,Yes,1197 cm³,No,No,No,Très bon,No,Yes,No,5 cv,No,No,Yes,No,Yes,No,No,No,No,Yes
https://www.automobile.tn/fr/occasion/nissan/juke/118268,78000.0,No,Yes,Yes,Yes,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,SUV,No,Essence,Yes,No,Yes,Yes,No,Yes,Juke,Traction,Essence,22.11.2025,No,Yes,Yes,No,Yes,1ère main,Yes,No,Yes,Noir,Yes,No,No,Yes,Traction,6 cv,No,05.2022,No,No,Yes,Yes,No,Similicuir,117 ch dyn,No,No,Automatique,Tunis,5,No,No,Yes,Yes,1.0 DIG-T 12V 7DCT,No,No,Yes,Yes,II (F16E) 10/2019 - Aujourd'hui,Noir,Yes,No,SUV,Yes,No,Automatique,Nissan,No,Yes,84 000 km,Yes,999 cm³,No,No,Yes,Très bon,Yes,Yes,Yes,6 cv,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
https://www.automobile.tn/fr/occasion/suzuki/ciaz/120327,47000.0,No,Yes,No,Yes,4,No,Yes,No,No,Yes,Yes,No,No,Berline,No,Essence,Yes,No,Yes,Yes,No,Yes,Ciaz,Traction,Essence,22.11.2025,Yes,No,No,No,No,1ère main,Yes,No,No,Noir,Yes,No,No,Yes,Traction,6 cv,No,05.2020,No,No,No,No,No,Similicuir,105 ch dyn,No,No,Automatique,Tunis,5,No,No,No,No,1.5 L,No,No,No,Yes,II 02/2019 - Aujourd'hui,Bleu,Yes,No,Berline,Yes,No,Automatique,Suzuki,Yes,Yes,112 000 km,Yes,1462 cm³,No,No,Yes,Très bon,No,Yes,No,6 cv,No,No,Yes,No,Yes,No,No,No,No,Yes
https://www.automobile.tn/fr/occasion/porsche/cayenne/118441,67000.0,No,No,No,Yes,5,No,No,No,No,No,Yes,Yes,No,SUV,Yes,Essence,No,Yes,No,Yes,No,No,Cayenne,Intégrale,Essence,22.11.2025,No,No,Yes,No,No,1ère main,Yes,No,Yes,Beige,No,No,No,Yes,Intégrale,21 cv,No,05.2009,Yes,No,Yes,No,Yes,Cuir partiel,290 ch dyn,Yes,Yes,Automatique,Tunis,5,No,No,No,No,3.6 DFI V6 SUV 290cv Tiptronic S,No,No,No,Yes,9PA1 12/2006 - 02/2010,Noir,Yes,Yes,SUV,Yes,No,Automatique,Porsche,No,Yes,214 000 km,Yes,cm³,Yes,No,No,Très bon,No,Yes,Yes,21 cv,No,No,No,No,Yes,No,Yes,No,No,No
https://www.automobile.tn/fr/occasion/volkswagen/polo/120265,40000.0,No,Yes,No,No,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Citadine,No,Essence,Yes,No,Yes,No,No,No,Polo,Traction,Essence,22.11.2025,No,No,No,Yes,No,2ème main,Yes,Yes,No,Noir,Yes,No,No,Yes,Traction,4 cv,No,06.2019,No,No,No,Yes,No,Tissu,75 ch dyn,No,Yes,Manuelle,Ariana,5,No,No,No,Yes,1.0 i 12V,No,No,No,Yes,VI 07/2017 - 06/2021,Noir,Yes,No,Citadine,No,No,Manuelle,Volkswagen,No,No,197 000 km,Yes,999 cm³,No,No,No,Très bon,No,Yes,Yes,4 cv,No,No,No,No,Yes,No,No,No,No,No
https://www.automobile.tn/fr/occasion/hyundai/i10/120670,39000.0,No,No,No,No,4,No,No,No,No,No,No,No,No,Citadine,No,Essence,No,No,No,No,No,No,i10,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Traction,4 cv,No,12.2021,No,No,No,No,No,Tissu,67 ch dyn,No,No,Manuelle,Ariana,5,No,No,No,No,1.0 i 12V,No,No,No,No,III (AC3) 11/2019 - Aujourd'hui,Gris anthracite,No,No,Citadine,No,No,Manuelle,Hyundai,No,No,63 000 km,No,cm³,No,No,No,Très bon,No,No,No,4 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/kia/sportage/120669,80000.0,No,No,No,No,5,No,No,No,No,No,No,No,No,SUV,No,Essence,No,No,No,No,No,No,Sportage,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Gris,No,No,No,No,Traction,8 cv,No,10.2018,No,No,No,No,No,Tissu,132 ch dyn,No,No,Automatique,Bizerte,5,No,No,No,No,1.6 GDi CVVT 16V 4x2 ISG  Boite Auto,No,No,No,No,IV Phase 2 07/2018 - 12/2021,Noir,No,No,SUV,No,No,Automatique,KIA,No,No,22 000 km,No,cm³,No,No,No,Très bon,No,No,No,8 cv,No,No,No,No,No,No,No,No,No,No
https://www.automobile.tn/fr/occasion/mitsubishi/asx/119409,48000.0,No,No,No,No,5,No,No,Yes,No,Yes,Yes,Yes,No,SUV,No,Essence,Yes,No,Yes,Yes,No,No,ASX,Intégrale,Essence,22.11.2025,Yes,No,No,Yes,Yes,2ème main,No,No,No,Gris,Yes,No,No,No,Intégrale,9 cv,No,07.2012,No,No,No,Yes,No,Cuir intégral,No,No,Yes,Manuelle,Ben Arous,5,No,No,No,Yes,No,No,Yes,No,Yes,No,Noir,No,No,SUV,No,No,Manuelle,Mitsubishi,Yes,Yes,188 000 km,Yes,1998 cm³,No,No,Yes,Très bon,No,Yes,No,9 cv,No,No,No,No,Yes,No,No,No,No,Yes
https://www.automobile.tn/fr/occasion/porsche/panamera/119967,150000.0,No,Yes,Yes,Yes,5,No,No,Yes,Yes,Yes,No,Yes,Yes,Berline,No,Essence,Yes,Yes,Yes,Yes,Yes,Yes,Panamera,Intégrale,Essence,22.11.2025,Yes,No,Yes,No,No,1ère main,Yes,Yes,Yes,Beige,Yes,No,No,Yes,Intégrale,20 cv,No,08.2010,Yes,No,No,Yes,No,Cuir intégral,300 ch dyn,No,Yes,Automatique,Tunis,4,Yes,No,Yes,Yes,4 3.6 i V6 24V PDK,No,Yes,Yes,Yes,Panamara 970 02/2009 - 06/2013,Noir,Yes,Yes,Berline,Yes,No,Automatique,Porsche,Yes,Yes,76 000 km,Yes,3605 cm³,No,No,Yes,Très bon,Yes,No,Yes,20 cv,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
https://www.automobile.tn/fr/occasion/dacia/logan-mcv/120299,42500.0,No,No,No,No,5,No,No,No,No,No,No,No,No,Monospace,No,Essence,No,No,No,No,No,No,Logan MCV,Traction,Essence,22.11.2025,No,No,No,No,No,1ère main,No,No,No,Noir,No,No,No,No,Traction,5 cv,No,06.2020,No,No,No,No,No,Tissu,No,No,No,Manuelle,Nabeul,5,No,No,No,No,No,No,No,No,No,II Phase 2 01/2017 - Aujourd'hui,Gris Shark,No,No,Monospace,No,No,Manuelle,Dacia,No,No,75 000 km,No,cm³,No,No,No,Très bon,No,No,No,5 cv,No,No,No,No,No,No,No,No,No,No
